year,Year2,Indicator,Country,Value
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,761019.6
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,2097491.51
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),India,1486420.6
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),Italy,504110.294
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1330643.26
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,354614.82
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,494645.64
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),Russia,3128013.23
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,170933.586
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,237906.463
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),United States,6137498.4
1992,01/01/1992,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,353846.549
1992,01/01/1992,Urban population,Argentina,29352243
1992,01/01/1992,Urban population,Australia,14920611
1992,01/01/1992,Urban population,Brazil,116379447
1992,01/01/1992,Urban population,Canada,21813814
1992,01/01/1992,Urban population,China,328521540
1992,01/01/1992,Urban population,Germany,59146205
1992,01/01/1992,Urban population,European Union,339885217
1992,01/01/1992,Urban population,France,43785894
1992,01/01/1992,Urban population,United Kingdom,45011752
1992,01/01/1992,Urban population,Indonesia,61396542
1992,01/01/1992,Urban population,India,236274335
1992,01/01/1992,Urban population,Italy,37907512
1992,01/01/1992,Urban population,Japan,96414127
1992,01/01/1992,Urban population,South Korea,33169705
1992,01/01/1992,Urban population,Mexico,62876086
1992,01/01/1992,Urban population,Russia,109115423
1992,01/01/1992,Urban population,Saudi Arabia,13454748
1992,01/01/1992,Urban population,Turkey,33738148
1992,01/01/1992,Urban population,United States,195199459
1992,01/01/1992,Urban population,South Africa,20511177
1993,01/01/1993,Agricultural land (sq. km),Argentina,1278500
1993,01/01/1993,Agricultural land (sq. km),Australia,4602860
1993,01/01/1993,Agricultural land (sq. km),Brazil,2494630
1993,01/01/1993,Agricultural land (sq. km),Canada,678740
1993,01/01/1993,Agricultural land (sq. km),China,5182230
1993,01/01/1993,Agricultural land (sq. km),Germany,171620
1993,01/01/1993,Agricultural land (sq. km),European Union,2045767.007
1993,01/01/1993,Agricultural land (sq. km),France,302913.0078
1993,01/01/1993,Agricultural land (sq. km),United Kingdom,175340
1993,01/01/1993,Agricultural land (sq. km),Indonesia,420160
1993,01/01/1993,Agricultural land (sq. km),India,1813820
1993,01/01/1993,Agricultural land (sq. km),Italy,159100
1993,01/01/1993,Agricultural land (sq. km),Japan,55740
1993,01/01/1993,Agricultural land (sq. km),South Korea,21180
1993,01/01/1993,Agricultural land (sq. km),Mexico,1061800
1993,01/01/1993,Agricultural land (sq. km),Russia,2187950
1993,01/01/1993,Agricultural land (sq. km),Saudi Arabia,1307850
1993,01/01/1993,Agricultural land (sq. km),Turkey,399130
1993,01/01/1993,Agricultural land (sq. km),United States,4229480
1993,01/01/1993,Agricultural land (sq. km),South Africa,969360
1993,01/01/1993,CO2 emissions (kt),Argentina,117927.053
1993,01/01/1993,CO2 emissions (kt),Australia,277397.549
1993,01/01/1993,CO2 emissions (kt),Brazil,230738.641
1993,01/01/1993,CO2 emissions (kt),Canada,445580.837
1993,01/01/1993,CO2 emissions (kt),China,2878694.009
1993,01/01/1993,CO2 emissions (kt),Germany,877645.112
1993,01/01/1993,CO2 emissions (kt),European Union,3938794.373
1993,01/01/1993,CO2 emissions (kt),France,359916.05
1993,01/01/1993,CO2 emissions (kt),United Kingdom,545711.939
1993,01/01/1993,CO2 emissions (kt),Indonesia,218600.871
1993,01/01/1993,CO2 emissions (kt),India,723697.118
1993,01/01/1993,CO2 emissions (kt),Italy,411917.777
1993,01/01/1993,CO2 emissions (kt),Japan,1109887.223
1993,01/01/1993,CO2 emissions (kt),South Korea,321951.599
1993,01/01/1993,CO2 emissions (kt),Mexico,339468.858
1993,01/01/1993,CO2 emissions (kt),Russia,1938445.873
1993,01/01/1993,CO2 emissions (kt),Saudi Arabia,313818.193
1993,01/01/1993,CO2 emissions (kt),Turkey,159136.799
1993,01/01/1993,CO2 emissions (kt),United States,5028674.444
1993,01/01/1993,CO2 emissions (kt),South Africa,321049.517
1993,01/01/1993,Forest area (sq. km),Argentina,339131.0156
1993,01/01/1993,Forest area (sq. km),Australia,1286310
1993,01/01/1993,Forest area (sq. km),Brazil,5390756.875
1993,01/01/1993,Forest area (sq. km),Canada,3481316.875
1993,01/01/1993,Forest area (sq. km),China,1630985.625
1993,01/01/1993,Forest area (sq. km),Germany,113162.002
1993,01/01/1993,Forest area (sq. km),European Union,1499678.218
1993,01/01/1993,Forest area (sq. km),France,146919.0039
1993,01/01/1993,Forest area (sq. km),United Kingdom,28308.00049
1993,01/01/1993,Forest area (sq. km),Indonesia,1128042.031
1993,01/01/1993,Forest area (sq. km),India,643743.0078
1993,01/01/1993,Forest area (sq. km),Italy,78237.00195
1993,01/01/1993,Forest area (sq. km),Japan,249278.0078
1993,01/01/1993,Forest area (sq. km),South Korea,63453.99902
1993,01/01/1993,Forest area (sq. km),Mexico,691887.9688
1993,01/01/1993,Forest area (sq. km),Russia,8090455
1993,01/01/1993,Forest area (sq. km),Saudi Arabia,9770
1993,01/01/1993,Forest area (sq. km),Turkey,97902.99805
1993,01/01/1993,Forest area (sq. km),United States,3027758.125
1993,01/01/1993,Forest area (sq. km),South Africa,92410
1993,01/01/1993,Population,Argentina,33970111
1993,01/01/1993,Population,Australia,17667000
1993,01/01/1993,Population,Brazil,156849078
1993,01/01/1993,Population,Canada,28684764
1993,01/01/1993,Population,China,1178440000
1993,01/01/1993,Population,Germany,81156363
1993,01/01/1993,Population,European Union,482059744
1993,01/01/1993,Population,France,59106768
1993,01/01/1993,Population,United Kingdom,57718614
1993,01/01/1993,Population,Indonesia,190851175
1993,01/01/1993,Population,India,927403860
1993,01/01/1993,Population,Italy,56831821
1993,01/01/1993,Population,Japan,124536000
1993,01/01/1993,Population,South Korea,44194628
1993,01/01/1993,Population,Mexico,88625440
1993,01/01/1993,Population,Russia,148520000
1993,01/01/1993,Population,Saudi Arabia,17763298
1993,01/01/1993,Population,Turkey,56653804
1993,01/01/1993,Population,United States,259919000
1993,01/01/1993,Population,South Africa,39633750
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,276522.7527
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Australia,479463.744
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1772640.53
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Canada,655593.66
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),China,4398290.82
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1147631.32
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5276954.553
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),France,541094.38
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,733575.46
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,1396509.98
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),India,1521727.9
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Italy,496267.322
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1333072.7
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,385035.318
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,502121.057
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Russia,3013967.26
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,170933.586
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,244901.253
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),United States,6282704.3
1993,01/01/1993,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,347840.727
1993,01/01/1993,Urban population,Argentina,29809452
1993,01/01/1993,Urban population,Australia,15044687
1993,01/01/1993,Urban population,Brazil,119489196
1993,01/01/1993,Urban population,Canada,22130869
1993,01/01/1993,Urban population,China,342961393
1993,01/01/1993,Urban population,Germany,59647492
1993,01/01/1993,Urban population,European Union,341538710
1993,01/01/1993,Urban population,France,44077099
1993,01/01/1993,Urban population,United Kingdom,45154426
1993,01/01/1993,Urban population,Indonesia,64522965
1993,01/01/1993,Urban population,India,242896345
1993,01/01/1993,Urban population,Italy,37964793
1993,01/01/1993,Urban population,Japan,96821759
1993,01/01/1993,Urban population,South Korea,33872973
1993,01/01/1993,Urban population,Mexico,64340297
1993,01/01/1993,Urban population,Russia,108985461
1993,01/01/1993,Urban population,Saudi Arabia,13888412
1993,01/01/1993,Urban population,Turkey,34589980
1993,01/01/1993,Urban population,United States,198806845
1993,01/01/1993,Urban population,South Africa,21212379
1994,01/01/1994,Agricultural land (sq. km),Argentina,1279480
1994,01/01/1994,Agricultural land (sq. km),Australia,4691000
1994,01/01/1994,Agricultural land (sq. km),Brazil,2514180
1994,01/01/1994,Agricultural land (sq. km),Canada,679340
1994,01/01/1994,Agricultural land (sq. km),China,5228330
1994,01/01/1994,Agricultural land (sq. km),Germany,173080
1994,01/01/1994,Agricultural land (sq. km),European Union,2040433.004
1994,01/01/1994,Agricultural land (sq. km),France,302049.0039
1994,01/01/1994,Agricultural land (sq. km),United Kingdom,174090
1994,01/01/1994,Agricultural land (sq. km),Indonesia,419710
1994,01/01/1994,Agricultural land (sq. km),India,1812910
1994,01/01/1994,Agricultural land (sq. km),Italy,157020
1994,01/01/1994,Agricultural land (sq. km),Japan,55330
1994,01/01/1994,Agricultural land (sq. km),South Korea,20960
1994,01/01/1994,Agricultural land (sq. km),Mexico,1061900
1994,01/01/1994,Agricultural land (sq. km),Russia,2177110
1994,01/01/1994,Agricultural land (sq. km),Saudi Arabia,1377850
1994,01/01/1994,Agricultural land (sq. km),Turkey,401490
1994,01/01/1994,Agricultural land (sq. km),United States,4211390
1994,01/01/1994,Agricultural land (sq. km),South Africa,972650
1994,01/01/1994,CO2 emissions (kt),Argentina,122408.127
1994,01/01/1994,CO2 emissions (kt),Australia,278119.948
1994,01/01/1994,CO2 emissions (kt),Brazil,242154.012
1994,01/01/1994,CO2 emissions (kt),Canada,456849.528
1994,01/01/1994,CO2 emissions (kt),China,3058241.33
1994,01/01/1994,CO2 emissions (kt),Germany,865558.68
1994,01/01/1994,CO2 emissions (kt),European Union,3884988.482
1994,01/01/1994,CO2 emissions (kt),France,338119.402
1994,01/01/1994,CO2 emissions (kt),United Kingdom,546738.699
1994,01/01/1994,CO2 emissions (kt),Indonesia,221413.46
1994,01/01/1994,CO2 emissions (kt),India,764730.848
1994,01/01/1994,CO2 emissions (kt),Italy,407378.031
1994,01/01/1994,CO2 emissions (kt),Japan,1173315.322
1994,01/01/1994,CO2 emissions (kt),South Korea,344037.94
1994,01/01/1994,CO2 emissions (kt),Mexico,352780.068
1994,01/01/1994,CO2 emissions (kt),Russia,1698378.384
1994,01/01/1994,CO2 emissions (kt),Saudi Arabia,307961.994
1994,01/01/1994,CO2 emissions (kt),Turkey,156848.591
1994,01/01/1994,CO2 emissions (kt),United States,5094354.081
1994,01/01/1994,CO2 emissions (kt),South Africa,339168.164
1994,01/01/1994,Forest area (sq. km),Argentina,336198.0078
1994,01/01/1994,Forest area (sq. km),Australia,1286610
1994,01/01/1994,Forest area (sq. km),Brazil,5365326.25
1994,01/01/1994,Forest area (sq. km),Canada,3480845.938
1994,01/01/1994,Forest area (sq. km),China,1650845.625
1994,01/01/1994,Forest area (sq. km),Germany,113215.9961
1994,01/01/1994,Forest area (sq. km),European Union,1506490.297
1994,01/01/1994,Forest area (sq. km),France,147772.002
1994,01/01/1994,Forest area (sq. km),United Kingdom,28483.99902
1994,01/01/1994,Forest area (sq. km),Indonesia,1108906.016
1994,01/01/1994,Forest area (sq. km),India,645193.9844
1994,01/01/1994,Forest area (sq. km),Italy,79016.00098
1994,01/01/1994,Forest area (sq. km),Japan,249204.0039
1994,01/01/1994,Forest area (sq. km),South Korea,63372.00195
1994,01/01/1994,Forest area (sq. km),Mexico,689983.9844
1994,01/01/1994,Forest area (sq. km),Russia,8090773.125
1994,01/01/1994,Forest area (sq. km),Saudi Arabia,9770
1994,01/01/1994,Forest area (sq. km),Turkey,98464.00391
1994,01/01/1994,Forest area (sq. km),United States,3028844.063
1994,01/01/1994,Forest area (sq. km),South Africa,92410
1994,01/01/1994,Population,Argentina,34402672
1994,01/01/1994,Population,Australia,17855000
1994,01/01/1994,Population,Brazil,159432716
1994,01/01/1994,Population,Canada,29000663
1994,01/01/1994,Population,China,1191835000
1994,01/01/1994,Population,Germany,81438348
1994,01/01/1994,Population,European Union,483264869
1994,01/01/1994,Population,France,59327192
1994,01/01/1994,Population,United Kingdom,57865745
1994,01/01/1994,Population,Indonesia,193917462
1994,01/01/1994,Population,India,945601831
1994,01/01/1994,Population,Italy,56843400
1994,01/01/1994,Population,Japan,124961000
1994,01/01/1994,Population,South Korea,44641540
1994,01/01/1994,Population,Mexico,90156400
1994,01/01/1994,Population,Russia,148336000
1994,01/01/1994,Population,Saudi Arabia,18214470
1994,01/01/1994,Population,Turkey,57564204
1994,01/01/1994,Population,United States,263126000
1994,01/01/1994,Population,South Africa,40564059
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,270948.3575
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Australia,522429.54
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1455453.224
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Canada,807222.82
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),China,4613489.247
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1135937.69
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5267323.82
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),France,538140.6
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,728677.75
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,2156232.29
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),India,1581028.22
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Italy,493411.783
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1385835.23
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,418012.512
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,520225.772
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2707580.73
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,170933.586
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,240893.454
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),United States,6374979.2
1994,01/01/1994,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,355673.58
1994,01/01/1994,Urban population,Argentina,30260590
1994,01/01/1994,Urban population,Australia,15181749
1994,01/01/1994,Urban population,Brazil,122608542
1994,01/01/1994,Urban population,Canada,22450573
1994,01/01/1994,Urban population,China,357836540
1994,01/01/1994,Urban population,Germany,60028206
1994,01/01/1994,Urban population,European Union,343025092
1994,01/01/1994,Urban population,France,44342923
1994,01/01/1994,Urban population,United Kingdom,45304828
1994,01/01/1994,Urban population,Indonesia,67741187
1994,01/01/1994,Urban population,India,249629427
1994,01/01/1994,Urban population,Italy,38006634
1994,01/01/1994,Urban population,Japan,97320876
1994,01/01/1994,Urban population,South Korea,34575766
1994,01/01/1994,Urban population,Mexico,65800649
1994,01/01/1994,Urban population,Russia,108843023
1994,01/01/1994,Urban population,Saudi Arabia,14285427
1994,01/01/1994,Urban population,Turkey,35453793
1994,01/01/1994,Urban population,United States,202278113
1994,01/01/1994,Urban population,South Africa,21906214
1995,01/01/1995,Agricultural land (sq. km),Argentina,1280450
1995,01/01/1995,Agricultural land (sq. km),Australia,4633480
1995,01/01/1995,Agricultural land (sq. km),Brazil,2584720
1995,01/01/1995,Agricultural land (sq. km),Canada,679940
1995,01/01/1995,Agricultural land (sq. km),China,5228330
1995,01/01/1995,Agricultural land (sq. km),Germany,173430
1995,01/01/1995,Agricultural land (sq. km),European Union,2023283.993
1995,01/01/1995,Agricultural land (sq. km),France,301501.9922
1995,01/01/1995,Agricultural land (sq. km),United Kingdom,173790
1995,01/01/1995,Agricultural land (sq. km),Indonesia,429780
1995,01/01/1995,Agricultural land (sq. km),India,1809450
1995,01/01/1995,Agricultural land (sq. km),Italy,153330
1995,01/01/1995,Agricultural land (sq. km),Japan,54430
1995,01/01/1995,Agricultural land (sq. km),South Korea,20480
1995,01/01/1995,Agricultural land (sq. km),Mexico,1061950
1995,01/01/1995,Agricultural land (sq. km),Russia,2164000
1995,01/01/1995,Agricultural land (sq. km),Saudi Arabia,1447850
1995,01/01/1995,Agricultural land (sq. km),Turkey,394930
1995,01/01/1995,Agricultural land (sq. km),United States,4201390
1995,01/01/1995,Agricultural land (sq. km),South Africa,975200
1995,01/01/1995,CO2 emissions (kt),Argentina,127963.632
1995,01/01/1995,CO2 emissions (kt),Australia,281860.288
1995,01/01/1995,CO2 emissions (kt),Brazil,258347.484
1995,01/01/1995,CO2 emissions (kt),Canada,467637.842
1995,01/01/1995,CO2 emissions (kt),China,3320285.15
1995,01/01/1995,CO2 emissions (kt),Germany,864110.215
1995,01/01/1995,CO2 emissions (kt),European Union,3947855.53
1995,01/01/1995,CO2 emissions (kt),France,349160.739
1995,01/01/1995,CO2 emissions (kt),United Kingdom,538117.582
1995,01/01/1995,CO2 emissions (kt),Indonesia,224941.114
1995,01/01/1995,CO2 emissions (kt),India,811562.105
1995,01/01/1995,CO2 emissions (kt),Italy,430483.798
1995,01/01/1995,CO2 emissions (kt),Japan,1183447.243
1995,01/01/1995,CO2 emissions (kt),South Korea,374771.067
1995,01/01/1995,CO2 emissions (kt),Mexico,332816.92
1995,01/01/1995,CO2 emissions (kt),Russia,1631473.969
1995,01/01/1995,CO2 emissions (kt),Saudi Arabia,235161.043
1995,01/01/1995,CO2 emissions (kt),Turkey,171974.966
1995,01/01/1995,CO2 emissions (kt),United States,5132919.92
1995,01/01/1995,CO2 emissions (kt),South Africa,362259.263
1995,01/01/1995,Forest area (sq. km),Argentina,333265
1995,01/01/1995,Forest area (sq. km),Australia,1286910
1995,01/01/1995,Forest area (sq. km),Brazil,5339895
1995,01/01/1995,Forest area (sq. km),Canada,3480375
1995,01/01/1995,Forest area (sq. km),China,1670705.469
1995,01/01/1995,Forest area (sq. km),Germany,113270
1995,01/01/1995,Forest area (sq. km),European Union,1513302.597
1995,01/01/1995,Forest area (sq. km),France,148625
1995,01/01/1995,Forest area (sq. km),United Kingdom,28660
1995,01/01/1995,Forest area (sq. km),Indonesia,1089770
1995,01/01/1995,Forest area (sq. km),India,646645
1995,01/01/1995,Forest area (sq. km),Italy,79795
1995,01/01/1995,Forest area (sq. km),Japan,249130
1995,01/01/1995,Forest area (sq. km),South Korea,63290
1995,01/01/1995,Forest area (sq. km),Mexico,688080
1995,01/01/1995,Forest area (sq. km),Russia,8091091.875
1995,01/01/1995,Forest area (sq. km),Saudi Arabia,9770
1995,01/01/1995,Forest area (sq. km),Turkey,99025
1995,01/01/1995,Forest area (sq. km),United States,3029930
1995,01/01/1995,Forest area (sq. km),South Africa,92410
1995,01/01/1995,Population,Argentina,34828170
1995,01/01/1995,Population,Australia,18072000
1995,01/01/1995,Population,Brazil,162019896
1995,01/01/1995,Population,Canada,29302311
1995,01/01/1995,Population,China,1204855000
1995,01/01/1995,Population,Germany,81678051
1995,01/01/1995,Population,European Union,484222373
1995,01/01/1995,Population,France,59541899
1995,01/01/1995,Population,United Kingdom,58019030
1995,01/01/1995,Population,Indonesia,196934260
1995,01/01/1995,Population,India,963922588
1995,01/01/1995,Population,Italy,56844303
1995,01/01/1995,Population,Japan,125439000
1995,01/01/1995,Population,South Korea,45092991
1995,01/01/1995,Population,Mexico,91663285
1995,01/01/1995,Population,Russia,148375726
1995,01/01/1995,Population,Saudi Arabia,18638787
1995,01/01/1995,Population,Turkey,58486456
1995,01/01/1995,Population,United States,266278000
1995,01/01/1995,Population,South Africa,41435758
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,275096.4092
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Australia,489294.147
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1574445.629
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Canada,836025.63
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),China,5042349.12
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1131718.77
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5324011.907
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),France,543013.14
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,728336.09
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,1315570.67
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),India,1651503.01
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Italy,518470.761
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1421640.91
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,453629.667
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,515961.212
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2645144.69
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,262037.697
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,261203.422
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),United States,6365296.6
1995,01/01/1995,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,371350.205
1995,01/01/1995,Urban population,Argentina,30705908
1995,01/01/1995,Urban population,Australia,15342767
1995,01/01/1995,Urban population,Brazil,125743641
1995,01/01/1995,Urban population,Canada,22760570
1995,01/01/1995,Urban population,China,373035157
1995,01/01/1995,Urban population,Germany,60378049
1995,01/01/1995,Urban population,European Union,344342751
1995,01/01/1995,Urban population,France,44604027
1995,01/01/1995,Urban population,United Kingdom,45459651
1995,01/01/1995,Urban population,Indonesia,71046004
1995,01/01/1995,Urban population,India,256470883
1995,01/01/1995,Urban population,Italy,38041344
1995,01/01/1995,Urban population,Japan,97862490
1995,01/01/1995,Urban population,South Korea,35280305
1995,01/01/1995,Urban population,Mexico,67251519
1995,01/01/1995,Urban population,Russia,108866238
1995,01/01/1995,Urban population,Saudi Arabia,14663134
1995,01/01/1995,Urban population,Turkey,36333541
1995,01/01/1995,Urban population,United States,205718394
1995,01/01/1995,Urban population,South Africa,22576687
1996,01/01/1996,Agricultural land (sq. km),Argentina,1281420
1996,01/01/1996,Agricultural land (sq. km),Australia,4652210
1996,01/01/1996,Agricultural land (sq. km),Brazil,2590190
1996,01/01/1996,Agricultural land (sq. km),Canada,680550
1996,01/01/1996,Agricultural land (sq. km),China,5228720
1996,01/01/1996,Agricultural land (sq. km),Germany,173370
1996,01/01/1996,Agricultural land (sq. km),European Union,2020758.008
1996,01/01/1996,Agricultural land (sq. km),France,300963.0078
1996,01/01/1996,Agricultural land (sq. km),United Kingdom,174940
1996,01/01/1996,Agricultural land (sq. km),Indonesia,429680
1996,01/01/1996,Agricultural land (sq. km),India,1805890
1996,01/01/1996,Agricultural land (sq. km),Italy,153490
1996,01/01/1996,Agricultural land (sq. km),Japan,53990
1996,01/01/1996,Agricultural land (sq. km),South Korea,20080
1996,01/01/1996,Agricultural land (sq. km),Mexico,1063100
1996,01/01/1996,Agricultural land (sq. km),Russia,2161110
1996,01/01/1996,Agricultural land (sq. km),Saudi Arabia,1517850
1996,01/01/1996,Agricultural land (sq. km),Turkey,393640
1996,01/01/1996,Agricultural land (sq. km),United States,4163060
1996,01/01/1996,Agricultural land (sq. km),South Africa,978900
1996,01/01/1996,CO2 emissions (kt),Argentina,135000.605
1996,01/01/1996,CO2 emissions (kt),Australia,302164.467
1996,01/01/1996,CO2 emissions (kt),Brazil,284782.887
1996,01/01/1996,CO2 emissions (kt),Canada,479419.913
1996,01/01/1996,CO2 emissions (kt),China,3463089.131
1996,01/01/1996,CO2 emissions (kt),Germany,889614.2
1996,01/01/1996,CO2 emissions (kt),European Union,4055918.353
1996,01/01/1996,CO2 emissions (kt),France,375306.449
1996,01/01/1996,CO2 emissions (kt),United Kingdom,551436.126
1996,01/01/1996,CO2 emissions (kt),Indonesia,253290.691
1996,01/01/1996,CO2 emissions (kt),India,882324.204
1996,01/01/1996,CO2 emissions (kt),Italy,425830.375
1996,01/01/1996,CO2 emissions (kt),Japan,1204690.174
1996,01/01/1996,CO2 emissions (kt),South Korea,403780.704
1996,01/01/1996,CO2 emissions (kt),Mexico,346417.823
1996,01/01/1996,CO2 emissions (kt),Russia,1612966.62
1996,01/01/1996,CO2 emissions (kt),Saudi Arabia,258750.854
1996,01/01/1996,CO2 emissions (kt),Turkey,188205.108
1996,01/01/1996,CO2 emissions (kt),United States,5252112.088
1996,01/01/1996,CO2 emissions (kt),South Africa,364400.791
1996,01/01/1996,Forest area (sq. km),Argentina,330331.9922
1996,01/01/1996,Forest area (sq. km),Australia,1287210
1996,01/01/1996,Forest area (sq. km),Brazil,5314463.75
1996,01/01/1996,Forest area (sq. km),Canada,3479904.063
1996,01/01/1996,Forest area (sq. km),China,1690565.469
1996,01/01/1996,Forest area (sq. km),Germany,113324.0039
1996,01/01/1996,Forest area (sq. km),European Union,1520114.699
1996,01/01/1996,Forest area (sq. km),France,149477.998
1996,01/01/1996,Forest area (sq. km),United Kingdom,28836.00098
1996,01/01/1996,Forest area (sq. km),Indonesia,1070633.984
1996,01/01/1996,Forest area (sq. km),India,648096.0156
1996,01/01/1996,Forest area (sq. km),Italy,80573.99902
1996,01/01/1996,Forest area (sq. km),Japan,249055.9961
1996,01/01/1996,Forest area (sq. km),South Korea,63207.99805
1996,01/01/1996,Forest area (sq. km),Mexico,686176.0156
1996,01/01/1996,Forest area (sq. km),Russia,8091410.625
1996,01/01/1996,Forest area (sq. km),Saudi Arabia,9770
1996,01/01/1996,Forest area (sq. km),Turkey,99585.99609
1996,01/01/1996,Forest area (sq. km),United States,3031015.938
1996,01/01/1996,Forest area (sq. km),South Africa,92410
1996,01/01/1996,Population,Argentina,35246374
1996,01/01/1996,Population,Australia,18311000
1996,01/01/1996,Population,Brazil,164614688
1996,01/01/1996,Population,Canada,29610218
1996,01/01/1996,Population,China,1217550000
1996,01/01/1996,Population,Germany,81914831
1996,01/01/1996,Population,European Union,485063813
1996,01/01/1996,Population,France,59753100
1996,01/01/1996,Population,United Kingdom,58166950
1996,01/01/1996,Population,Indonesia,199901228
1996,01/01/1996,Population,India,982365243
1996,01/01/1996,Population,Italy,56860281
1996,01/01/1996,Population,Japan,125757000
1996,01/01/1996,Population,South Korea,45524681
1996,01/01/1996,Population,Mexico,93147044
1996,01/01/1996,Population,Russia,148160042
1996,01/01/1996,Population,Saudi Arabia,19033845
1996,01/01/1996,Population,Turkey,59423282
1996,01/01/1996,Population,United States,269394000
