year,country,indicator,value
2015,Saudi Arabia,CO2_Emissions(kt),601046.969
2015,Turkey,CO2_Emissions(kt),345981.45
2015,United States,CO2_Emissions(kt),5254279.285
2015,South Africa,CO2_Emissions(kt),489771.854
2015,Argentina,ForestArea(sq. km),274088.0078
2015,Australia,ForestArea(sq. km),1244430
2015,Brazil,ForestArea(sq. km),4945220
2015,Canada,ForestArea(sq. km),3471155.938
2015,China,ForestArea(sq. km),2067790.938
2015,German,ForestArea(sq. km),114170
2015,European Union,ForestArea(sq. km),1607120
2015,France,ForestArea(sq. km),168760
2015,United Kingdom,ForestArea(sq. km),31270
2015,Indonesia,ForestArea(sq. km),916943.9844
2015,India,ForestArea(sq. km),705036.0156
2015,Italy,ForestArea(sq. km),92432.00195
2015,Japan,ForestArea(sq. km),249595.9961
2015,"Korea, Rep.",ForestArea(sq. km),61916.00098
2015,Mexico,ForestArea(sq. km),661316.0156
2015,Russian Federation,ForestArea(sq. km),8149715
2015,Saudi Arabia,ForestArea(sq. km),9770
2015,Turkey,ForestArea(sq. km),116125.9961
2015,United States,ForestArea(sq. km),3098200
2015,South Africa,ForestArea(sq. km),92410
2016,Argentina,Agricultural_land_(sq. km),1487000
2016,Australia,Agricultural_land_(sq. km),3710780
2016,Brazil,Agricultural_land_(sq. km),2835460
2016,Canada,Agricultural_land_(sq. km),626710
2016,China,Agricultural_land_(sq. km),5277330
2016,German,Agricultural_land_(sq. km),166570
2016,European Union,Agricultural_land_(sq. km),1815078.892
2016,France,Agricultural_land_(sq. km),287180.1953
2016,United Kingdom,Agricultural_land_(sq. km),173499.8047
2016,Indonesia,Agricultural_land_(sq. km),570000
2016,India,Agricultural_land_(sq. km),1797210
2016,Italy,Agricultural_land_(sq. km),127170
2016,Japan,Agricultural_land_(sq. km),44710
2016,"Korea, Rep.",Agricultural_land_(sq. km),17008.00049
2016,Mexico,Agricultural_land_(sq. km),1062360
2016,Russian Federation,Agricultural_land_(sq. km),2177218.125
2016,Saudi Arabia,Agricultural_land_(sq. km),1736190
2016,Turkey,Agricultural_land_(sq. km),383270
2016,United States,Agricultural_land_(sq. km),4058625
2016,South Africa,Agricultural_land_(sq. km),968410
2016,Argentina,ForestArea(sq. km),268151.9922
2016,Australia,ForestArea(sq. km),1250590
2016,Brazil,ForestArea(sq. km),4925540
2016,Canada,ForestArea(sq. km),3470224.063
2016,China,ForestArea(sq. km),2098635
2016,German,ForestArea(sq. km),114210
2016,European Union,ForestArea(sq. km),1614504.803
2016,France,ForestArea(sq. km),171020
2016,United Kingdom,ForestArea(sq. km),31610
2016,Indonesia,ForestArea(sq. km),903256.0156
2016,India,ForestArea(sq. km),708603.9844
2016,Italy,ForestArea(sq. km),93507.99805
2016,Japan,ForestArea(sq. km),249564.0039
2016,"Korea, Rep.",ForestArea(sq. km),61763.99902
2016,Mexico,ForestArea(sq. km),659483.9844
2016,Russian Federation,ForestArea(sq. km),8148895
2016,Saudi Arabia,ForestArea(sq. km),9770
2016,Turkey,ForestArea(sq. km),118174.0039
2016,United States,ForestArea(sq. km),3103700
2016,South Africa,ForestArea(sq. km),92410
2016,Argentina,Population,43590368
2016,Australia,Population,24190907
2016,Brazil,Population,206163058
2016,Canada,Population,36109487
2016,China,Population,1378665000
2016,German,Population,82348669
2016,European Union,Population,511218529
2016,France,Population,66859768
2016,United Kingdom,Population,65595565
2016,Indonesia,Population,261554226
2016,India,Population,1324509589
2016,Italy,Population,60627498
2016,Japan,Population,126994511
2016,"Korea, Rep.",Population,51245707
2016,Mexico,Population,123333376
2016,Russian Federation,Population,144342396
2016,Saudi Arabia,Population,32442572
2016,Turkey,Population,79821724
2016,United States,Population,323071342
2016,South Africa,Population,56203654
2016,Argentina,Urban population,39940546
2016,Australia,Urban population,20755798
2016,Brazil,Urban population,177386818
2016,Canada,Urban population,29357013
2016,China,Urban population,782199374
2016,German,Urban population,63592936
2016,European Union,Urban population,384606608
2016,France,Urban population,53432321
2016,United Kingdom,Urban population,54369540
2016,Indonesia,Urban population,141210511
2016,India,Urban population,439498772
2016,Italy,Urban population,42351339
2016,Japan,Urban population,116145370
2016,"Korea, Rep.",Urban population,41797024
2016,Mexico,Urban population,98145001
2016,Russian Federation,Urban population,107050095
2016,Saudi Arabia,Urban population,27057429
2016,Turkey,Urban population,59175037
2016,United States,Urban population,264472662
2016,South Africa,Urban population,36724030
2017,Argentina,Population,44044811
2017,Australia,Population,24601860
2017,Brazil,Population,207833831
2017,Canada,Population,36540268
2017,China,Population,1386395000
2017,German,Population,82657002
2017,European Union,Population,512191098
2017,France,Population,66865144
2017,United Kingdom,Population,66058859
2017,Indonesia,Population,264645886
2017,India,Population,1338658835
2017,Italy,Population,60536709
2017,Japan,Population,126785797
2017,"Korea, Rep.",Population,51466201
2017,Mexico,Population,124777324
2017,Russian Federation,Population,144496740
2017,Saudi Arabia,Population,33099147
2017,Turkey,Population,81101892
2017,United States,Population,325147121
2017,South Africa,Population,57000451
2017,Argentina,Urban population,40410674
2017,Australia,Urban population,21133982
2017,Brazil,Urban population,179379301
2017,Canada,Urban population,29725508
2017,China,Urban population,803554542
2017,German,Urban population,63861626
2017,European Union,Urban population,386430216
2017,France,Urban population,53612472
2017,United Kingdom,Urban population,54923317
2017,Indonesia,Urban population,144652795
2017,India,Urban population,449789369
2017,Italy,Urban population,42462869
2017,Japan,Urban population,116053379
2017,"Korea, Rep.",Urban population,41946498
2017,Mexico,Urban population,99655905
2017,Russian Federation,Urban population,107349518
2017,Saudi Arabia,Urban population,27678169
2017,Turkey,Urban population,60537696
2017,United States,Urban population,266809225
2017,South Africa,Urban population,37534797
2018,Argentina,Population,44494502
2018,Australia,Population,24992369
2018,Brazil,Population,209469333
2018,Canada,Population,37058856
2018,China,Population,1392730000
2018,German,Population,82927922
2018,European Union,Population,513213363
2018,France,Population,66987244
2018,United Kingdom,Population,66488991
2018,Indonesia,Population,267663435
2018,India,Population,1352617328
2018,Italy,Population,60431283
2018,Japan,Population,126529100
2018,"Korea, Rep.",Population,51635256
2018,Mexico,Population,126190788
2018,Russian Federation,Population,144478050
2018,Saudi Arabia,Population,33699947
2018,Turkey,Population,82319724
2018,United States,Population,327167434
2018,South Africa,Population,57779622
2018,Argentina,Urban population,40877099
2018,Australia,Urban population,21496436
2018,Brazil,Urban population,181335507
2018,Canada,Urban population,30169985
2018,China,Urban population,823827650
2018,German,Urban population,64113235
2018,European Union,Urban population,388326219
2018,France,Urban population,53887219
2018,United Kingdom,Urban population,55450489
2018,Indonesia,Urban population,148084795
2018,India,Urban population,460295677
2018,Italy,Urban population,42566587
2018,Japan,Urban population,115920900
2018,"Korea, Rep.",Urban population,42061563
2018,Mexico,Urban population,101149488
2018,Russian Federation,Urban population,107539347
2018,Saudi Arabia,Urban population,28255384
2018,Turkey,Urban population,61857510
2018,United States,Urban population,269114845
2018,South Africa,Urban population,38339668
