ID,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value,Scenario
6449,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IN,India,2000,historic,33.10307906,Historic
6450,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IN,India,2005,historic,35.79597785,Historic
6451,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IN,India,2010,historic,39.84352577,Historic
6452,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IN,India,2015,historic,45.1543825,Historic
6453,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IN,India,2016,historic,43.64891119,Historic
6454,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IN,India,2017,historic,44.32059604,Historic
6455,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,1990,historic,3.669089293,Historic
6456,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,1995,historic,4.981427852,Historic
6457,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,2000,historic,8.152528105,Historic
6458,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,2005,historic,13.21085909,Historic
6459,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,2010,historic,16.73965962,Historic
6460,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,2015,historic,19.77569679,Historic
6461,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,2016,historic,20.50057507,Historic
6462,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ID,Indonesia,2017,historic,21.78992884,Historic
6463,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,1990,historic,17.54876054,Historic
6464,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,1995,historic,17.11621664,Historic
6465,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,2000,historic,18.83391965,Historic
6466,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,2005,historic,21.2681811,Historic
6467,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,2010,historic,23.13417731,Historic
6468,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,2015,historic,27.70990128,Historic
6469,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,2016,historic,27.40708833,Historic
6470,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,2017,historic,27.1004444,Historic
6471,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,JP,Japan,2018,historic,27.10509953,Historic
6472,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,1990,historic,3.456419963,Historic
6473,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,1995,historic,4.535324182,Historic
6474,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,2000,historic,4.722874363,Historic
6475,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,2005,historic,6.968279625,Historic
6476,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,2010,historic,7.576216463,Historic
6477,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,2015,historic,6.295534083,Historic
6478,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,2016,historic,6.813217047,Historic
6479,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,2017,historic,7.167792666,Historic
6480,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,MX,Mexico,2018,historic,6.655133984,Historic
6481,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,1990,historic,21.71688304,Historic
6482,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,1995,historic,20.23793114,Historic
6483,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,2000,historic,19.33688836,Historic
6484,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,2005,historic,17.25495125,Historic
6485,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,2010,historic,14.69958294,Historic
6486,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,2015,historic,16.79576652,Historic
6487,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,2016,historic,15.83244472,Historic
6488,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,RU,Russia,2017,historic,15.49610145,Historic
6489,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,1990,historic,74.07708408,Historic
6490,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,1995,historic,75.24255475,Historic
6491,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,2000,historic,75.74820071,Historic
6492,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,2005,historic,78.94501833,Historic
6493,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,2010,historic,76.11181799,Historic
6494,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,2015,historic,74.04289106,Historic
6495,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,2016,historic,75.01643957,Historic
6496,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,ZA,South_Africa,2017,historic,73.99138269,Historic
6497,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,1990,historic,27.31969304,Historic
6498,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,1995,historic,18.38303869,Historic
6499,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,2000,historic,22.29444247,Historic
6500,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,2005,historic,23.61526572,Historic
6501,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,2010,historic,29.39276925,Historic
6502,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,2015,historic,29.66713153,Historic
6503,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,2016,historic,28.86883985,Historic
6504,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,2017,historic,29.28876376,Historic
6505,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,KR,South_Korea,2018,historic,29.2355007,Historic
6506,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,1990,historic,30.51736968,Historic
6507,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,1995,historic,26.41687345,Historic
6508,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,2000,historic,30.3184003,Historic
6509,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,2005,historic,26.9474267,Historic
6510,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,2010,historic,30.06299243,Historic
6511,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,2015,historic,27.91034394,Historic
6512,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,2016,historic,29.43592342,Historic
6513,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,2017,historic,28.69259013,Historic
6514,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,TR,Turkey,2018,historic,31.31196897,Historic
6515,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,1990,historic,24.20724672,Historic
6516,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,1995,historic,23.10947664,Historic
6517,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,2000,historic,23.64908737,Historic
6518,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,2005,historic,24.19047165,Historic
6519,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,2010,historic,22.78158219,Historic
6520,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,2015,historic,17.21554585,Historic
6521,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,2016,historic,15.8934524,Historic
6522,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,2017,historic,15.44691754,Historic
6523,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,US,United_States,2018,historic,14.30990032,Historic
6524,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,1990,historic,36.61954584,Historic
6525,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,1995,historic,27.26231352,Historic
6526,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,2000,historic,25.21778687,Historic
6527,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,2005,historic,24.23529551,Historic
6528,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,2010,historic,24.10102361,Historic
6529,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,2015,historic,25.44230634,Historic
6530,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,2016,historic,24.580762,Historic
6531,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,2017,historic,22.63496702,Historic
6532,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,DE,Germany,2018,historic,22.21520014,Historic
6533,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,1990,historic,8.80952381,Historic
6534,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,1995,historic,6.548523832,Historic
6535,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,2000,historic,5.779018351,Historic
6536,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,2005,historic,5.09805334,Historic
6537,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,2010,historic,4.508365086,Historic
6538,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,2015,historic,3.629112274,Historic
6539,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,2016,historic,3.636653895,Historic
6540,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,2017,historic,3.954486029,Historic
6541,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,FR,France,2018,historic,3.630675553,Historic
6542,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,1990,historic,10.40500658,Historic
6543,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,1995,historic,8.03770744,Historic
6544,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,2000,historic,7.682990243,Historic
6545,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,2005,historic,9.285843163,Historic
6546,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,2010,historic,8.278993734,Historic
6547,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,2015,historic,8.594328679,Historic
6548,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,2016,historic,7.718864037,Historic
6549,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,2017,historic,6.457587527,Historic
6550,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,IT,Italy,2018,historic,6.017679137,Historic
6551,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,1990,historic,30.80050169,Historic
6552,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,1995,historic,21.98101228,Historic
6553,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,2000,historic,16.47329903,Historic
6554,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,2005,historic,17.06784552,Historic
6555,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,2010,historic,15.22584387,Historic
6556,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,2015,historic,13.29641429,Historic
6557,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,2016,historic,6.633566386,Historic
6558,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,2017,historic,5.477224048,Historic
6559,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,GB,United_Kingdom,2018,historic,4.557723364,Historic
6560,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,1990,historic,25.36762403,Historic
6561,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,1995,historic,24.01298342,Historic
6562,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,2000,historic,23.20321261,Historic
6563,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,2005,historic,26.18001407,Historic
6564,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,2010,historic,28.53905588,Historic
6565,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,2015,historic,28.40230132,Historic
6566,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,2016,historic,27.41699422,Historic
6567,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%,World,World,2017,historic,27.26504653,Historic
6568,Macro,Gas_share,%,AR,Argentina,1990,historic,40.9496065,Historic
6569,Macro,Gas_share,%,AR,Argentina,1995,historic,43.24354428,Historic
6570,Macro,Gas_share,%,AR,Argentina,2000,historic,49.52244586,Historic
6571,Macro,Gas_share,%,AR,Argentina,2005,historic,53.78308984,Historic
6572,Macro,Gas_share,%,AR,Argentina,2010,historic,48.73874105,Historic
6573,Macro,Gas_share,%,AR,Argentina,2015,historic,50.64325555,Historic
6574,Macro,Gas_share,%,AR,Argentina,2016,historic,52.23250319,Historic
6575,Macro,Gas_share,%,AR,Argentina,2017,historic,53.43698564,Historic
6576,Macro,Gas_share,%,AU,Australia,1990,historic,17.16992303,Historic
6577,Macro,Gas_share,%,AU,Australia,1995,historic,18.09780141,Historic
6578,Macro,Gas_share,%,AU,Australia,2000,historic,17.82955775,Historic
6579,Macro,Gas_share,%,AU,Australia,2005,historic,16.71762788,Historic
6580,Macro,Gas_share,%,AU,Australia,2010,historic,22.34057595,Historic
6581,Macro,Gas_share,%,AU,Australia,2015,historic,26.18712878,Historic
6582,Macro,Gas_share,%,AU,Australia,2016,historic,25.66816536,Historic
6583,Macro,Gas_share,%,AU,Australia,2017,historic,24.65048177,Historic
6584,Macro,Gas_share,%,AU,Australia,2018,historic,25.46424677,Historic
6585,Macro,Gas_share,%,BR,Brazil,1990,historic,2.415574442,Historic
6586,Macro,Gas_share,%,BR,Brazil,1995,historic,2.693219535,Historic
6587,Macro,Gas_share,%,BR,Brazil,2000,historic,4.424335751,Historic
6588,Macro,Gas_share,%,BR,Brazil,2005,historic,8.098037553,Historic
6589,Macro,Gas_share,%,BR,Brazil,2010,historic,8.981813214,Historic
6590,Macro,Gas_share,%,BR,Brazil,2015,historic,12.34598223,Historic
6591,Macro,Gas_share,%,BR,Brazil,2016,historic,10.88877689,Historic
6592,Macro,Gas_share,%,BR,Brazil,2017,historic,11.33223237,Historic
6593,Macro,Gas_share,%,BR,Brazil,2018,historic,10.87072565,Historic
6594,Macro,Gas_share,%,CA,Canada,1990,historic,25.9066107,Historic
6595,Macro,Gas_share,%,CA,Canada,1995,historic,28.32213576,Historic
6596,Macro,Gas_share,%,CA,Canada,2000,historic,28.93570925,Historic
6597,Macro,Gas_share,%,CA,Canada,2005,historic,29.45822535,Historic
6598,Macro,Gas_share,%,CA,Canada,2010,historic,28.86516168,Historic
6599,Macro,Gas_share,%,CA,Canada,2015,historic,30.596955,Historic
6600,Macro,Gas_share,%,CA,Canada,2016,historic,33.17197026,Historic
6601,Macro,Gas_share,%,CA,Canada,2017,historic,34.25947312,Historic
6602,Macro,Gas_share,%,CA,Canada,2018,historic,37.36976724,Historic
6603,Macro,Gas_share,%,CN,China,1990,historic,1.465857339,Historic
6604,Macro,Gas_share,%,CN,China,1995,historic,1.436734537,Historic
6605,Macro,Gas_share,%,CN,China,2000,historic,1.838556721,Historic
6606,Macro,Gas_share,%,CN,China,2005,historic,2.17969718,Historic
6607,Macro,Gas_share,%,CN,China,2010,historic,3.527620437,Historic
6608,Macro,Gas_share,%,CN,China,2015,historic,5.314499057,Historic
6609,Macro,Gas_share,%,CN,China,2016,historic,5.763991457,Historic
6610,Macro,Gas_share,%,CN,China,2017,historic,6.390941994,Historic
6611,Macro,Gas_share,%,IN,India,1990,historic,3.458859175,Historic
6612,Macro,Gas_share,%,IN,India,1995,historic,4.670464406,Historic
6613,Macro,Gas_share,%,IN,India,2000,historic,5.233237375,Historic
6614,Macro,Gas_share,%,IN,India,2005,historic,6.180899641,Historic
6615,Macro,Gas_share,%,IN,India,2010,historic,7.768307328,Historic
6616,Macro,Gas_share,%,IN,India,2015,historic,5.401801478,Historic
6617,Macro,Gas_share,%,IN,India,2016,historic,5.625037372,Historic
6618,Macro,Gas_share,%,IN,India,2017,historic,5.784156122,Historic
6619,Macro,Gas_share,%,ID,Indonesia,1990,historic,16.3532416,Historic
6620,Macro,Gas_share,%,ID,Indonesia,1995,historic,19.94302443,Historic
6621,Macro,Gas_share,%,ID,Indonesia,2000,historic,18.03413349,Historic
6622,Macro,Gas_share,%,ID,Indonesia,2005,historic,17.47735699,Historic
6623,Macro,Gas_share,%,ID,Indonesia,2010,historic,20.41156461,Historic
6624,Macro,Gas_share,%,ID,Indonesia,2015,historic,18.2493361,Historic
6625,Macro,Gas_share,%,ID,Indonesia,2016,historic,18.50272391,Historic
6626,Macro,Gas_share,%,ID,Indonesia,2017,historic,17.52139447,Historic
6627,Macro,Gas_share,%,JP,Japan,1990,historic,10.09414645,Historic
6628,Macro,Gas_share,%,JP,Japan,1995,historic,10.84447944,Historic
6629,Macro,Gas_share,%,JP,Japan,2000,historic,12.74161483,Historic
6630,Macro,Gas_share,%,JP,Japan,2005,historic,13.60333335,Historic
6631,Macro,Gas_share,%,JP,Japan,2010,historic,17.21100064,Historic
6632,Macro,Gas_share,%,JP,Japan,2015,historic,23.32151119,Historic
6633,Macro,Gas_share,%,JP,Japan,2016,historic,23.93753869,Historic
6634,Macro,Gas_share,%,JP,Japan,2017,historic,23.47541823,Historic
6635,Macro,Gas_share,%,JP,Japan,2018,historic,22.84968016,Historic
6636,Macro,Gas_share,%,MX,Mexico,1990,historic,19.368347,Historic
6637,Macro,Gas_share,%,MX,Mexico,1995,historic,19.58796985,Historic
6638,Macro,Gas_share,%,MX,Mexico,2000,historic,24.35781265,Historic
6639,Macro,Gas_share,%,MX,Mexico,2005,historic,26.42867788,Historic
6640,Macro,Gas_share,%,MX,Mexico,2010,historic,30.9940284,Historic
6641,Macro,Gas_share,%,MX,Mexico,2015,historic,35.58096538,Historic
6642,Macro,Gas_share,%,MX,Mexico,2016,historic,36.41676067,Historic
6643,Macro,Gas_share,%,MX,Mexico,2017,historic,35.36050794,Historic
6644,Macro,Gas_share,%,MX,Mexico,2018,historic,38.09001037,Historic
6645,Macro,Gas_share,%,RU,Russia,1990,historic,41.74779126,Historic
6646,Macro,Gas_share,%,RU,Russia,1995,historic,49.59666051,Historic
6647,Macro,Gas_share,%,RU,Russia,2000,historic,51.40887855,Historic
6648,Macro,Gas_share,%,RU,Russia,2005,historic,53.59223985,Historic
6649,Macro,Gas_share,%,RU,Russia,2010,historic,55.58012619,Historic
6650,Macro,Gas_share,%,RU,Russia,2015,historic,52.52234975,Historic
6651,Macro,Gas_share,%,RU,Russia,2016,historic,51.89291399,Historic
6652,Macro,Gas_share,%,RU,Russia,2017,historic,52.9812474,Historic
6653,Macro,Gas_share,%,SA,Saudi_Arabia,1990,historic,33.59190498,Historic
6654,Macro,Gas_share,%,SA,Saudi_Arabia,1995,historic,29.31619987,Historic
6655,Macro,Gas_share,%,SA,Saudi_Arabia,2000,historic,31.45046748,Historic
6656,Macro,Gas_share,%,SA,Saudi_Arabia,2005,historic,37.50622139,Historic
6657,Macro,Gas_share,%,SA,Saudi_Arabia,2010,historic,32.28988664,Historic
6658,Macro,Gas_share,%,SA,Saudi_Arabia,2015,historic,32.14507996,Historic
6659,Macro,Gas_share,%,SA,Saudi_Arabia,2016,historic,35.29548937,Historic
6660,Macro,Gas_share,%,SA,Saudi_Arabia,2017,historic,36.91527974,Historic
6661,Macro,Gas_share,%,ZA,South_Africa,1990,historic,1.675498753,Historic
6662,Macro,Gas_share,%,ZA,South_Africa,1995,historic,1.652359068,Historic
6663,Macro,Gas_share,%,ZA,South_Africa,2000,historic,1.294936041,Historic
6664,Macro,Gas_share,%,ZA,South_Africa,2005,historic,2.369114781,Historic
6665,Macro,Gas_share,%,ZA,South_Africa,2010,historic,2.93404829,Historic
6666,Macro,Gas_share,%,ZA,South_Africa,2015,historic,3.423580649,Historic
6667,Macro,Gas_share,%,ZA,South_Africa,2016,historic,3.38272851,Historic
6668,Macro,Gas_share,%,ZA,South_Africa,2017,historic,3.209647775,Historic
6669,Macro,Gas_share,%,KR,South_Korea,1990,historic,2.932914294,Historic
6670,Macro,Gas_share,%,KR,South_Korea,1995,historic,5.750485309,Historic
6671,Macro,Gas_share,%,KR,South_Korea,2000,historic,9.040226617,Historic
6672,Macro,Gas_share,%,KR,South_Korea,2005,historic,13.0191416,Historic
6673,Macro,Gas_share,%,KR,South_Korea,2010,historic,15.4602749,Historic
6674,Macro,Gas_share,%,KR,South_Korea,2015,historic,14.4403259,Historic
6675,Macro,Gas_share,%,KR,South_Korea,2016,historic,14.63977292,Historic
6676,Macro,Gas_share,%,KR,South_Korea,2017,historic,15.32324407,Historic
6677,Macro,Gas_share,%,KR,South_Korea,2018,historic,16.69125643,Historic
6678,Macro,Gas_share,%,TR,Turkey,1990,historic,5.590804057,Historic
6679,Macro,Gas_share,%,TR,Turkey,1995,historic,9.573200993,Historic
6680,Macro,Gas_share,%,TR,Turkey,2000,historic,16.78041267,Historic
6681,Macro,Gas_share,%,TR,Turkey,2005,historic,27.43247797,Historic
6682,Macro,Gas_share,%,TR,Turkey,2010,historic,30.23925565,Historic
6683,Macro,Gas_share,%,TR,Turkey,2015,historic,31.85605203,Historic
6684,Macro,Gas_share,%,TR,Turkey,2016,historic,29.37220764,Historic
6685,Macro,Gas_share,%,TR,Turkey,2017,historic,31.6578275,Historic
6686,Macro,Gas_share,%,TR,Turkey,2018,historic,29.7422091,Historic
6687,Macro,Gas_share,%,US,United_States,1990,historic,23.06232964,Historic
6688,Macro,Gas_share,%,US,United_States,1995,historic,24.7434564,Historic
6689,Macro,Gas_share,%,US,United_States,2000,historic,24.2600442,Historic
6690,Macro,Gas_share,%,US,United_States,2005,historic,21.97485882,Historic
6691,Macro,Gas_share,%,US,United_States,2010,historic,25.20505736,Historic
6692,Macro,Gas_share,%,US,United_States,2015,historic,29.7563827,Historic
6693,Macro,Gas_share,%,US,United_States,2016,historic,30.37902885,Historic
6694,Macro,Gas_share,%,US,United_States,2017,historic,30.07381918,Historic
6695,Macro,Gas_share,%,US,United_States,2018,historic,31.85438111,Historic
6696,Macro,Gas_share,%,DE,Germany,1990,historic,15.65694823,Historic
6697,Macro,Gas_share,%,DE,Germany,1995,historic,20.02356484,Historic
6698,Macro,Gas_share,%,DE,Germany,2000,historic,21.36333093,Historic
6699,Macro,Gas_share,%,DE,Germany,2005,historic,23.0164437,Historic
6700,Macro,Gas_share,%,DE,Germany,2010,historic,23.17235863,Historic
6701,Macro,Gas_share,%,DE,Germany,2015,historic,20.87506488,Historic
6702,Macro,Gas_share,%,DE,Germany,2016,historic,22.38376071,Historic
6703,Macro,Gas_share,%,DE,Germany,2017,historic,23.87964615,Historic
6704,Macro,Gas_share,%,DE,Germany,2018,historic,23.64958094,Historic
6705,Macro,Gas_share,%,FR,France,1990,historic,11.43560007,Historic
6706,Macro,Gas_share,%,FR,France,1995,historic,12.18378873,Historic
6707,Macro,Gas_share,%,FR,France,2000,historic,13.88501749,Historic
6708,Macro,Gas_share,%,FR,France,2005,historic,14.77553078,Historic
6709,Macro,Gas_share,%,FR,France,2010,historic,16.06232263,Historic
6710,Macro,Gas_share,%,FR,France,2015,historic,13.63397599,Historic
6711,Macro,Gas_share,%,FR,France,2016,historic,15.28136973,Historic
6712,Macro,Gas_share,%,FR,France,2017,historic,15.38935155,Historic
6713,Macro,Gas_share,%,FR,France,2018,historic,14.67373064,Historic
6714,Macro,Gas_share,%,IT,Italy,1990,historic,27.73601678,Historic
6715,Macro,Gas_share,%,IT,Italy,1995,historic,29.23112173,Historic
6716,Macro,Gas_share,%,IT,Italy,2000,historic,35.44489646,Historic
6717,Macro,Gas_share,%,IT,Italy,2005,historic,39.83569769,Historic
6718,Macro,Gas_share,%,IT,Italy,2010,historic,41.20546121,Historic
6719,Macro,Gas_share,%,IT,Italy,2015,historic,38.64408201,Historic
6720,Macro,Gas_share,%,IT,Italy,2016,historic,40.83727667,Historic
6721,Macro,Gas_share,%,IT,Italy,2017,historic,42.5361788,Historic
6722,Macro,Gas_share,%,IT,Italy,2018,historic,41.98618685,Historic
6723,Macro,Gas_share,%,GB,United_Kingdom,1990,historic,23.03607943,Historic
6724,Macro,Gas_share,%,GB,United_Kingdom,1995,historic,30.29058382,Historic
6725,Macro,Gas_share,%,GB,United_Kingdom,2000,historic,39.40957113,Historic
6726,Macro,Gas_share,%,GB,United_Kingdom,2005,historic,38.47760616,Historic
6727,Macro,Gas_share,%,GB,United_Kingdom,2010,historic,41.69202259,Historic
6728,Macro,Gas_share,%,GB,United_Kingdom,2015,historic,34.40865596,Historic
6729,Macro,Gas_share,%,GB,United_Kingdom,2016,historic,39.11631258,Historic
6730,Macro,Gas_share,%,GB,United_Kingdom,2017,historic,38.8508367,Historic
6731,Macro,Gas_share,%,GB,United_Kingdom,2018,historic,38.73865134,Historic
6732,Macro,Gas_share,%,World,World,1990,historic,19.05344594,Historic
6733,Macro,Gas_share,%,World,World,1995,historic,19.69730416,Historic
6734,Macro,Gas_share,%,World,World,2000,historic,20.7816931,Historic
6735,Macro,Gas_share,%,World,World,2005,historic,20.65950591,Historic
6736,Macro,Gas_share,%,World,World,2010,historic,21.37435868,Historic
6737,Macro,Gas_share,%,World,World,2015,historic,21.76975888,Historic
6738,Macro,Gas_share,%,World,World,2016,historic,22.24122396,Historic
6739,Macro,Gas_share,%,World,World,2017,historic,22.37557078,Historic
6740,Macro,Hydro_share,%,AR,Argentina,1990,historic,3.341449628,Historic
6741,Macro,Hydro_share,%,AR,Argentina,1995,historic,4.282770527,Historic
6742,Macro,Hydro_share,%,AR,Argentina,2000,historic,4.02544786,Historic
6743,Macro,Hydro_share,%,AR,Argentina,2005,historic,4.390456313,Historic
6744,Macro,Hydro_share,%,AR,Argentina,2010,historic,3.705509508,Historic
6745,Macro,Hydro_share,%,AR,Argentina,2015,historic,3.857174864,Historic
6746,Macro,Hydro_share,%,AR,Argentina,2016,historic,3.751447589,Historic
6747,Macro,Hydro_share,%,AR,Argentina,2017,historic,4.058070551,Historic
6748,Macro,Hydro_share,%,AU,Australia,1990,historic,1.412832747,Historic
6749,Macro,Hydro_share,%,AU,Australia,1995,historic,1.476533281,Historic
6750,Macro,Hydro_share,%,AU,Australia,2000,historic,1.30148834,Historic
6751,Macro,Hydro_share,%,AU,Australia,2005,historic,1.15962462,Historic
6752,Macro,Hydro_share,%,AU,Australia,2010,historic,0.912004525,Historic
6753,Macro,Hydro_share,%,AU,Australia,2015,historic,0.905156072,Historic
6754,Macro,Hydro_share,%,AU,Australia,2016,historic,1.008492569,Historic
